Study_ID,level,Scientific_name,Common_name,Breeding_system,N_offspring_sampled,EPY_percent,N_broods_sampled,EPP_percent,Lat,Long,nest_box,marker_type,year_of_study_START,year_of_study_END,study_duration,breeding_start,breeding_end,yearly_data,No,Scientific_name_amended,Jetz_name,Clements_name,BIRDBASE_clements_names,fam_sys_known,fam_sys_inferred,breedsys_known,breedsys_inferred,breedsys_cat,breedsys_cat1,breedsys_cat2,Female.MinMass,Female.MaxMass,,Male.MinMass,Male.MaxMass,Average.Mass,Social_1,Social_2,Social_3,Social_4,Social_5,Social_6,Mono,Poly,mono_poly_model,BS_Birdbase,Coop,Nest_type,CS_min,CS_max,cooperative_breeding,max_pa,match_source,MG_comments,Sexual selection,Data certainty,Sex-role_reversal,Territoriality,Migration,Lat_round,Long_round,population_id,breeding_system_cat,nest_type_model,breeding_system_3cat,breeding_system_model,marker_type_model,study_duration_num,nest_box_model,population_id_source,n_mixed_broods,n_non_mixed_broods,n_EPY_offspring,n_WPY_offspring,parental_care_model,parental_care_binary
10Casey2011,total,Bartramia_longicauda,upland_sandpiper,monogamy,177,18.1,56,30,39.08,-96.58,no,microsatellite,2003,2007,5,May,June,yes,25,Bartramia_longicauda,Bartramia_longicauda,Bartramia_longicauda,Bartramia_longicauda,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,127,218,,126,170,160.8333333,0,1,1,0,0,0,Mono,NA,monogamy,Mono,0,NA,2,5,NA,NA,NA,NA,1,4,1,Territorial,Strong,39.08,-96.58,Bartramia_longicauda_39.08_-96.58,monogamy,NA,monogamy,monogamy,microsatellite,5,no,species_coordinates,17,39,32,145,biparental,biparental
374Lemons2015,total,Branta_bernicla,black_brant,monogamy,374,5.6,NA,NA,61.25,-165.58,no,microsatellite,1996,2005,10,June,July,no,26,Branta_bernicla,Branta_bernicla,Branta_bernicla,Branta_bernicla,family,family,Pair,Pair,biparental,biparental,biparental,850,1770,,910,1810,1335,1,0,0,0,0,0,Mono,NA,monogamy,Mono,0,SC,1,10,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,61.25,-165.58,Branta_bernicla_61.25_-165.58,monogamy,ground,monogamy,monogamy,microsatellite,10,no,species_coordinates,NA,NA,21,353,biparental,biparental
209Moore2012,total,Branta_canadensis,Canada_geese,monogamy,NA,NA,42,14.3,43,-84,no,microsatellite,2000,2002,3,March,June,yes,27,Branta_canadensis,Branta_canadensis,Branta_canadensis,Branta_canadensis,family,family,Pair,Pair,biparental,biparental,biparental,2640.1,5902,,3232.5,6265,4906.6,1,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,SC,1,8,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,43,-84,Branta_canadensis_43_-84,monogamy,ground,monogamy,monogamy,microsatellite,3,no,species_coordinates,6,36,NA,NA,biparental,biparental
408Choudhury1993,total,Branta_leucopsis,barnacle_goose,monogamy,16,0,9,0,78.92,11.9,no,DNA_fingerprinting,1989,1989,1,June,July,single-year study,28,Branta_leucopsis,Branta_leucopsis,Branta_leucopsis,Branta_leucopsis,family,family,Pair,Pair,biparental,biparental,biparental,1210,1950,,1350,2230,1685,1,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,SC,2,9,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,78.92,11.9,Branta_leucopsis_78.92_11.9,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,0,9,0,16,biparental,biparental
254Larsson1995,total,Branta_leucopsis,barnacle_goose,monogamy,137,0,63,0,57.28,18.75,no,DNA_fingerprinting,1989,1991,3,May,July,yes,28,Branta_leucopsis,Branta_leucopsis,Branta_leucopsis,Branta_leucopsis,family,family,Pair,Pair,biparental,biparental,biparental,1210,1950,,1350,2230,1685,1,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,SC,2,9,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,57.28,18.75,Branta_leucopsis_57.28_18.75,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,0,63,0,137,biparental,biparental
278Woolaver2013,total,Buteo_ridgwayi,Ridgway’s_hawk,monogamy,79,0,41,0,19,-70,no,microsatellite,2005,2009,5,January,April,no,29,Buteo_ridgwayi,Buteo_ridgwayi,Buteo_ridgwayi,Buteo_ridgwayi,NA,NA,Pair,Pair,biparental,biparental,biparental,352,450,,286,323,352.75,0,0,0,1,0,0,Mono,NA,monogamy,Mono,3,PL,2,2,no,0,Clements_name,NA,0,4,0,Territorial,Weak,19,-70,Buteo_ridgwayi_19_-70,monogamy,open,monogamy,monogamy,microsatellite,5,no,species_coordinates,0,41,0,79,biparental,biparental
109Briggs2012,total,Buteo_swainsoni,Swainson’s_hawk,monogamy,56,5.4,27,7.4,41.82,-122,no,microsatellite,2008,2010,3,May,August,no,30,Buteo_swainsoni,Buteo_swainsoni,Buteo_swainsoni,Buteo_swainsoni,no_fam,no_fam,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,590,1367,,540,936,847.1666667,0,0,0,0,1,0,NA,NA,NA,NA,3,CP,1,4,NA,NA,NA,NA,1,4,0,Territorial,Strong,41.82,-122,Buteo_swainsoni_41.82_-122,monogamy,open,monogamy,monogamy,microsatellite,3,no,species_coordinates,2,25,3,53,NA,NA
680Chaine2008,total,Calamospiza_melanocorys,lark_bunting,monogamy,455,25.1,153,52.3,41.35,-104.08,no,microsatellite,1996,1998,3,May,August,no,31,Calamospiza_melanocorys,Calamospiza_melanocorys,Calamospiza_melanocorys,Calamospiza_melanocorys,no_fam,no_fam,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,31.8,39.4,,36.9,42.3,38.56666667,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,1,CP,2,6,NA,NA,NA,NA,2,4,0,Territorial,Strong,41.35,-104.08,Calamospiza_melanocorys_41.35_-104.08,monogamy,open,monogamy,monogamy,microsatellite,3,no,species_coordinates,80,73,114,341,NA,NA
229Reneerkens2014,total,Calidris_alba,sanderling,monogamy,342,2,48,6.2,74.5,-21,no,microsatellite,2003,2011,9,May,July,yes,32,Calidris_alba,Calidris_alba,Calidris_alba,Calidris_alba,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,51.3,66.4,,47.3,61,61,0,1,0,1,0,0,Mono,Poly,mixed,MonoPoly,0,CP,3,4,no,0,Clements_name,NA,2,4,1,Non-territorial,Strong,74.5,-21,Calidris_alba_74.5_-21,monogamy,open,monogamy,monogamy,microsatellite,9,no,species_coordinates,3,45,7,335,biparental,biparental
155Pierce1998,total,Calidris_maritima,purple_sandpiper,monogamy,82,1.2,27,3.7,78.22,15.58,no,DNA_fingerprinting,1994,1995,2,May,July,no,33,Calidris_maritima,Calidris_maritima,Calidris_maritima,Calidris_maritima,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,60,105,,52,95,76.66666667,0,0,0,0,1,0,Mono,NA,monogamy,Mono,0,SC,3,4,NA,NA,NA,NA,0,4,0,Territorial,Strong,78.22,15.58,Calidris_maritima_78.22_15.58,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,1,26,1,81,biparental,biparental
114Blomqvist2002,total,Calidris_mauri,western_sandpiper,monogamy,61,6.6,25,8,64.33,-164.93,no,DNA_fingerprinting,1996,1996,1,May,June,single-year study,34,Calidris_mauri,Calidris_mauri,Calidris_mauri,Calidris_mauri,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,23.3,29.1,,18,42,28.23333333,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,SC,3,5,NA,NA,NA,NA,1,4,0,Territorial,Strong,64.33,-164.93,Calidris_mauri_64.33_-164.93,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,2,23,4,57,biparental,biparental
60Davis2017,total,Callipepla_squamata,scaled_quail,monogamy,NA,NA,22,9.1,36,-100,no,microsatellite,2013,2014,2,May,August,no,35,Callipepla_squamata,Callipepla_squamata,Callipepla_squamata,Callipepla_squamata,NA,family,Pair,Pair,biparental,biparental,biparental,177,218,,191,234,195.5,1,1,0,0,0,0,NA,NA,NA,NA,0,NA,3,16,NA,NA,NA,NA,0,4,0,Territorial,Weak,36,-100,Callipepla_squamata_36_-100,monogamy,NA,monogamy,monogamy,microsatellite,2,no,species_coordinates,2,20,NA,NA,biparental,biparental
213Bried2010,total,Calonectris_diomedea,Cory’s_shearwater,monogamy,69,11.6,44,18.2,36.92,-25.17,no,microsatellite,2002,2003,2,March,October,yes,36,Calonectris_diomedea,Calonectris_diomedea,Calonectris_diomedea,Calonectris_diomedea,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,810,NA,,880,NA,707,1,0,0,0,0,0,Mono,NA,monogamy,Mono,0,"BU,CR",1,1,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,36.92,-25.17,Calonectris_diomedea_36.92_-25.17,monogamy,cavity,monogamy,monogamy,microsatellite,2,no,species_coordinates,8,36,8,61,biparental,biparental
106Rabouam2000,total,Calonectris_diomedea,Cory’s_shearwater,monogamy,34,0,22,0,42,9,no,DNA_fingerprinting,1994,1996,3,March,October,no,36,Calonectris_diomedea,Calonectris_diomedea,Calonectris_diomedea,Calonectris_diomedea,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,810,NA,,880,NA,707,1,0,0,0,0,0,Mono,NA,monogamy,Mono,0,"BU,CR",1,1,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,42,9,Calonectris_diomedea_42_9,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,0,22,0,34,biparental,biparental
207Swatschek1994,total,Calonectris_diomedea,Cory’s_shearwater,monogamy,46,0,29,0,35,24,no,DNA_fingerprinting,1989,1993,5,March,October,no,36,Calonectris_diomedea,Calonectris_diomedea,Calonectris_diomedea,Calonectris_diomedea,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,810,NA,,880,NA,707,1,0,0,0,0,0,Mono,NA,monogamy,Mono,0,"BU,CR",1,1,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,35,24,Calonectris_diomedea_35_24,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,5,no,species_coordinates,0,29,0,46,biparental,biparental
174Ritchison1994,total,Cardinalis_cardinalis,Northern_cardinal,monogamy,37,13.5,19,15.8,37.65,-84.12,no,DNA_fingerprinting,1992,1992,1,April,August,single-year study,37,Cardinalis_cardinalis,Cardinalis_cardinalis,Cardinalis_cardinalis,Cardinalis_cardinalis,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,27.7,64.9,,33.6,52.3,44.63333333,0,1,1,1,0,0,Mono,Poly,mixed,MonoPoly,3,CP,1,5,NA,NA,NA,NA,1,4,0,Territorial,Weak,37.65,-84.12,Cardinalis_cardinalis_37.65_-84.12,monogamy,open,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,3,16,5,32,biparental,biparental
212Bonlokke-Pedersen2002,total,Carduelis_cannabina,Eurasian_linnet,monogamy,106,3.8,22,9.1,56.5,10.83,no,microsatellite,1998,1999,2,April,August,yes,38,Carduelis_cannabina,Carduelis_cannabina,Linaria_cannabina,Linaria_cannabina,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,15.1,22.8,,15.9,25.7,20.08333333,1,1,1,0,1,0,Mono,Poly,mixed,MonoPoly,0,CP,4,6,NA,NA,NA,NA,1,4,0,Territorial,Weak,56.5,10.83,Carduelis_cannabina_56.5_10.83,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,2,20,4,102,biparental,biparental
172Gissing1998,total,Carduelis_tristis,American_goldfinch,monogamy,70,14.3,15,26.7,43.53,-80.23,no,DNA_fingerprinting,1992,1992,1,June,NA,single-year study,39,Carduelis_tristis,Carduelis_tristis,Spinus_tristis,Spinus_tristis,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,10,15.6,,9.7,16.5,12.95,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,CP,2,7,no,0,Clements_name,NA,2,4,0,Territorial,Weak,43.53,-80.23,Carduelis_tristis_43.53_-80.23,monogamy,open,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,4,11,10,60,biparental,biparental
215Winternitz2015,total,Carpodacus_erythrinus,scarlet_rosefinch,monogamy,496,16.1,116,26.7,48.82,13.93,no,microsatellite,2000,2009,10,May,July,no,40,Carpodacus_erythrinus,Carpodacus_erythrinus,Carpodacus_erythrinus,Carpodacus_erythrinus,NA,no_fam,pair,Pair,biparental,biparental,biparental,19,33,,19.1,32,25.85,1,1,1,1,1,0,Mono,Poly,mixed,MonoPoly,3,CP,4,6,no,0,Clements_name,NA,1,4,0,Territorial,Strong,48.82,13.93,Carpodacus_erythrinus_48.82_13.93,monogamy,open,monogamy,monogamy,microsatellite,10,no,species_coordinates,31,85,80,416,biparental,biparental
159Lindstedt2007,total,Carpodacus_mexicanus,house_finch,monogamy,212,9,59,15.3,46.85,-114.02,no,microsatellite,1995,2004,10,March,August,no,41,Carpodacus_mexicanus,Carpodacus_mexicanus,Haemorhous_mexicanus,Haemorhous_mexicanus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,21.4,NA,,21,NA,21.725,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,2,7,NA,NA,NA,NA,1,4,0,Territorial,Weak,46.85,-114.02,Carpodacus_mexicanus_46.85_-114.02,monogamy,open,monogamy,monogamy,microsatellite,10,no,species_coordinates,9,50,19,193,biparental,biparental
170Hill1994,total,Carpodacus_mexicanus,house_finch,monogamy,119,8.4,35,14.3,42.27,-83.73,no,DNA_fingerprinting,1991,1991,1,February,July,single-year study,41,Carpodacus_mexicanus,Carpodacus_mexicanus,Haemorhous_mexicanus,Haemorhous_mexicanus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,21.4,NA,,21,NA,21.725,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,2,7,NA,NA,NA,NA,1,4,0,Territorial,Weak,42.27,-83.73,Carpodacus_mexicanus_42.27_-83.73,monogamy,open,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,5,30,10,109,biparental,biparental
89Millar1994,total,Catharacta_lonnbergi,brown_skua,monogamy,45,0,16,0,-43.8,-176.5,no,DNA_fingerprinting,1987,1991,5,November,January,no,42,Catharacta_lonnbergi,Catharacta_lonnbergi,Stercorarius_antarcticus,Stercorarius_antarcticus,no_fam,no_fam,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,1550,1800,,1300,1600,1591.666667,1,0,1,1,0,0,NA,NA,NA,NA,0,SC,2,2,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,-43.8,-176.5,Catharacta_lonnbergi_-43.8_-176.5,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,5,no,species_coordinates,0,16,0,45,NA,NA
65Millar1997,total,Catharacta_maccormicki,south_polar_skua,monogamy,14,7.1,13,7.7,-77.52,167.77,no,DNA_fingerprinting,1988,1989,2,December,February,single-year study,43,Catharacta_maccormicki,Catharacta_maccormicki,Stercorarius_maccormicki,Stercorarius_maccormicki,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,1280,1550,,1120,1440,1315,1,1,0,0,0,0,NA,NA,NA,NA,0,SC,1,2,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,-77.52,167.77,Catharacta_maccormicki_-77.52_167.77,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,1,12,1,13,biparental,biparental
173Maurer2011,total,Centropus_phasianinus,pheasant_coucal,monogamy,59,18.6,21,47.6,-12.43,131,no,microsatellite,2003,2006,4,November,March,no,44,Centropus_phasianinus,Centropus_phasianinus,Centropus_phasianinus,Centropus_phasianinus,family,family,Pair,Pair,biparental,biparental,biparental,242,520,,200,364,331.5,0,0,0,0,0,0,NA,NA,NA,NA,0,DM,3,5,no,0,Clements_name,NA,1,4,0,Territorial,Weak,-12.43,131,Centropus_phasianinus_-12.43_131,monogamy,ground,monogamy,monogamy,microsatellite,4,no,species_coordinates,10,11,11,48,biparental,biparental
439Anker-Nilssen2010,total,Cepphus_grylle,black_guillemot,monogamy,46,0,32,0,67.43,11.88,no,microsatellite,2000,2007,8,June,July,no,45,Cepphus_grylle,Cepphus_grylle,Cepphus_grylle,Cepphus_grylle,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,380.1,450,,376.1,550,421.8666667,1,0,0,1,1,0,Mono,NA,monogamy,Mono,0,"CR,CV,SC",1,2,NA,NA,NA,NA,0,4,0,Non-territorial,Strong,67.43,11.88,Cepphus_grylle_67.43_11.88,monogamy,cavity,monogamy,monogamy,microsatellite,8,no,species_coordinates,0,32,0,46,biparental,biparental
378Fleischer1997,total,Cercomacra_tyrannina,dusky_antbird,monogamy,15,0,9,0,9.12,-79.7,no,DNA_fingerprinting,1993,1994,2,April,September,no,46,Cercomacra_tyrannina,Cercomacra_tyrannina,Cercomacroides_tyrannina,Cercomacroides_tyrannina,family,family,Pair,Pair,biparental,biparental,biparental,18,NA,,17,NA,16.5,0,0,1,1,0,0,NA,NA,NA,NA,0,PN,2,2,NA,NA,NA,NA,0,4,0,Territorial,Weak,9.12,-79.7,Cercomacra_tyrannina_9.12_-79.7,monogamy,other_enclosed,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,0,9,0,15,biparental,biparental
247Maher2017,total,Charadrius_alexandrinus,kentish_plover,monogamy,46,0,19,0,38.4,-26.96,no,microsatellite,2009,2012,4,NA,NA,no,47,Charadrius_alexandrinus,Charadrius_alexandrinus,Anarhynchus_alexandrinus,Anarhynchus_alexandrinus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,51.6,NA,,49.3,NA,47.725,0,0,0,1,1,0,Mono,Poly,mixed,MonoPoly,0,SC,2,3,no,0,Scientific_name_amended,NA,2,4,0,Territorial,Weak,38.4,-26.96,Charadrius_alexandrinus_38.4_-26.96,monogamy,ground,monogamy,monogamy,microsatellite,4,no,species_coordinates,0,19,0,46,biparental,biparental
247Maher2017,total,Charadrius_alexandrinus,kentish_plover,monogamy,120,0.8,63,1.6,15.9,-23.98,no,microsatellite,2007,2013,7,October,November,no,47,Charadrius_alexandrinus,Charadrius_alexandrinus,Anarhynchus_alexandrinus,Anarhynchus_alexandrinus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,51.6,NA,,49.3,NA,47.725,0,0,0,1,1,0,Mono,Poly,mixed,MonoPoly,0,SC,2,3,no,0,Scientific_name_amended,NA,2,4,0,Territorial,Weak,15.9,-23.98,Charadrius_alexandrinus_15.9_-23.98,monogamy,ground,monogamy,monogamy,microsatellite,7,no,species_coordinates,1,62,1,119,biparental,biparental
247Maher2017,total,Charadrius_alexandrinus,kentish_plover,monogamy,184,1.6,73,4.1,36.72,35.05,no,microsatellite,1998,1999,2,May,June,no,47,Charadrius_alexandrinus,Charadrius_alexandrinus,Anarhynchus_alexandrinus,Anarhynchus_alexandrinus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,51.6,NA,,49.3,NA,47.725,0,0,0,1,1,0,Mono,Poly,mixed,MonoPoly,0,SC,2,3,no,0,Scientific_name_amended,NA,2,4,0,Territorial,Weak,36.72,35.05,Charadrius_alexandrinus_36.72_35.05,monogamy,ground,monogamy,monogamy,microsatellite,2,no,species_coordinates,3,70,3,181,biparental,biparental
247Maher2017,total,Charadrius_alexandrinus,kentish_plover,monogamy,19,0,12,0,16.8,41.88,no,microsatellite,2011,2011,1,April,July,single-year study,47,Charadrius_alexandrinus,Charadrius_alexandrinus,Anarhynchus_alexandrinus,Anarhynchus_alexandrinus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,51.6,NA,,49.3,NA,47.725,0,0,0,1,1,0,Mono,Poly,mixed,MonoPoly,0,SC,2,3,no,0,Scientific_name_amended,NA,2,4,0,Territorial,Weak,16.8,41.88,Charadrius_alexandrinus_16.8_41.88,monogamy,ground,monogamy,monogamy,microsatellite,1,no,species_coordinates,0,12,0,19,biparental,biparental
247Maher2017,total,Charadrius_alexandrinus,kentish_plover,monogamy,57,0,28,0,24.27,54.6,no,microsatellite,2005,2006,2,March,July,no,47,Charadrius_alexandrinus,Charadrius_alexandrinus,Anarhynchus_alexandrinus,Anarhynchus_alexandrinus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,51.6,NA,,49.3,NA,47.725,0,0,0,1,1,0,Mono,Poly,mixed,MonoPoly,0,SC,2,3,no,0,Scientific_name_amended,NA,2,4,0,Territorial,Weak,24.27,54.6,Charadrius_alexandrinus_24.27_54.6,monogamy,ground,monogamy,monogamy,microsatellite,2,no,species_coordinates,0,28,0,57,biparental,biparental
247Maher2017,total,Charadrius_falklandicus,two-banded_plover,monogamy,15,0,6,0,-52.43,-59.08,no,microsatellite,2005,2008,4,September,February,no,48,Charadrius_falklandicus,Charadrius_falklandicus,Anarhynchus_falklandicus,Anarhynchus_falklandicus,no_fam,no_fam,NA,Pair,NA,NA,NA,NA,NA,,NA,NA,67,0,0,0,0,1,0,NA,NA,NA,NA,0,NA,2,4,NA,NA,NA,NA,0,4,0,Territorial,Strong,-52.43,-59.08,Charadrius_falklandicus_-52.43_-59.08,monogamy,NA,monogamy,monogamy,microsatellite,4,no,species_coordinates,0,6,0,15,NA,NA
238Wallander2001,total,Charadrius_hiaticula,ringed_plover,monogamy,50,0,18,0,57.13,12.21,no,DNA_fingerprinting,1995,1997,3,April,July,no,49,Charadrius_hiaticula,Charadrius_hiaticula,Charadrius_hiaticula,Charadrius_hiaticula,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,55.4,74.5,,57.6,72,63.25,0,0,0,0,1,0,Mono,NA,monogamy,Mono,0,SC,3,4,NA,NA,NA,NA,0,4,0,Territorial,Weak,57.13,12.21,Charadrius_hiaticula_57.13_12.21,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,0,18,0,50,biparental,biparental
247Maher2017,total,Charadrius_marginatus,white-fronted_plover,monogamy,17,0,10,0,-24.05,43.73,no,microsatellite,2006,2013,8,August,December,no,50,Charadrius_marginatus,Charadrius_marginatus,Anarhynchus_marginatus,Anarhynchus_marginatus,NA,no_fam,Pair,Pair,biparental,biparental,biparental,46.8,NA,,45.4,NA,43.55,0,0,0,0,1,0,Mono,NA,monogamy,Mono,0,SC,1,4,NA,NA,NA,NA,0,4,0,Territorial,Weak,-24.05,43.73,Charadrius_marginatus_-24.05_43.73,monogamy,ground,monogamy,monogamy,microsatellite,8,no,species_coordinates,0,10,0,17,biparental,biparental
247Maher2017,total,Charadrius_modestus,rufous-chested_dotterel,monogamy,14,0,8,0,-52.43,-59.08,no,microsatellite,2005,2008,4,September,December,no,51,Charadrius_modestus,Charadrius_modestus,Zonibyx_modestus,Zonibyx_modestus,NA,NA,Pair,Pair,biparental,biparental,biparental,78,88.7,,77,87.9,82.76666667,0,1,0,0,0,0,Mono,NA,monogamy,Mono,0,CP,2,3,NA,NA,NA,NA,0,4,0,Territorial,Strong,-52.43,-59.08,Charadrius_modestus_-52.43_-59.08,monogamy,open,monogamy,monogamy,microsatellite,4,no,species_coordinates,0,8,0,14,biparental,biparental
247Maher2017,total,Charadrius_nivosus,snowy_plover,monogamy,201,0,93,0,20,-100,no,microsatellite,2006,2010,5,March,June,no,52,Charadrius_alexandrinus,Charadrius_alexandrinus,Anarhynchus_alexandrinus,Anarhynchus_alexandrinus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,51.6,NA,,49.3,NA,47.725,0,0,0,1,1,0,Mono,Poly,mixed,MonoPoly,0,SC,2,3,no,0,Scientific_name_amended,NA,2,4,0,Territorial,Weak,20,-100,Charadrius_nivosus_20_-100,monogamy,ground,monogamy,monogamy,microsatellite,5,no,species_coordinates,0,93,0,201,biparental,biparental
247Maher2017,total,Charadrius_pecuarius,Kittlitz’s_plover,monogamy,18,0,15,0,-22.03,43.65,no,microsatellite,2006,2013,8,July,November,no,53,Charadrius_pecuarius,Charadrius_pecuarius,Anarhynchus_pecuarius,Anarhynchus_pecuarius,NA,no_fam,Pair,Pair,biparental,biparental,biparental,34,54,,26,34.5,36.91666667,1,1,0,0,1,0,Mono,NA,monogamy,Mono,0,SC,1,3,NA,NA,NA,NA,1,3,0,Territorial,Weak,-22.03,43.65,Charadrius_pecuarius_-22.03_43.65,monogamy,ground,monogamy,monogamy,microsatellite,8,no,species_coordinates,0,15,0,18,biparental,biparental
247Maher2017,total,Charadrius_ruficapillus,red-capped_plover,monogamy,7,0,4,0,-37.88,144.78,no,microsatellite,2010,2014,5,August,January,no,54,Charadrius_ruficapillus,Charadrius_ruficapillus,Anarhynchus_ruficapillus,Anarhynchus_ruficapillus,NA,NA,Pair,Pair,biparental,biparental,biparental,35.2,NA,,NA,NA,38.73333333,1,1,1,1,1,0,NA,NA,NA,NA,0,SC,2,2,NA,NA,NA,NA,0,4,0,Territorial,Weak,-37.88,144.78,Charadrius_ruficapillus_-37.88_144.78,monogamy,ground,monogamy,monogamy,microsatellite,5,no,species_coordinates,0,4,0,7,biparental,biparental
479Zharikov2000,total,Charadrius_semipalmatus,semipalmated_plover,monogamy,85,4.7,24,4.2,58.75,-95.07,no,DNA_fingerprinting,1996,1997,2,June,July,yes,55,Charadrius_semipalmatus,Charadrius_semipalmatus,Charadrius_semipalmatus,Charadrius_semipalmatus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,39.2,56.5,,37.6,57.4,50.41666667,0,1,0,0,1,0,Mono,NA,monogamy,Mono,0,SC,2,5,no,0,Clements_name,NA,1,3,0,Territorial,Strong,58.75,-95.07,Charadrius_semipalmatus_58.75_-95.07,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,1,23,4,81,biparental,biparental
247Maher2017,total,Charadrius_thoracicus,madagascar_plover,monogamy,20,0,12,0,-20,46,no,microsatellite,2009,2013,5,August,December,no,56,Charadrius_thoracicus,Charadrius_thoracicus,Anarhynchus_thoracicus,Anarhynchus_thoracicus,NA,NA,NA,Pair,NA,NA,NA,28,43.5,,29.8,42,30.96,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,2,NA,NA,NA,NA,0,4,0,Territorial,Weak,-20,46,Charadrius_thoracicus_-20_46,monogamy,NA,monogamy,monogamy,microsatellite,5,no,species_coordinates,0,12,0,20,NA,NA
367Dunn1999,total,Chen_caerulescens,lesser_snow_goose,monogamy,80,5,23,13,67.23,-100.27,no,DNA_fingerprinting,1995,1995,1,June,July,single-year study,57,Chen_caerulescens,Chen_caerulescens,Anser_caerulescens,Anser_caerulescens,family,family,Pair,Pair,biparental,biparental,biparental,1606,3065,,1773,3800,2561,1,1,1,1,0,0,Mono,NA,monogamy,Mono,3,SC,2,6,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,67.23,-100.27,Chen_caerulescens_67.23_-100.27,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,3,20,4,76,biparental,biparental
367Dunn1999,total,Chen_rossii,Ross’s_goose,monogamy,83,2.4,24,8.3,67.23,-100.27,no,DNA_fingerprinting,1995,1995,1,June,July,single-year study,58,Chen_rossii,Chen_rossii,Anser_rossii,Anser_rossii,family,family,Pair,Pair,biparental,biparental,biparental,860,2040,,1134,2020,1513.5,1,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,M,2,8,NA,NA,NA,NA,2,4,0,Non-territorial,Strong,67.23,-100.27,Chen_rossii_67.23_-100.27,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,2,22,2,81,biparental,biparental
